Start (ET),Visitor/Neutral,Visitor PTS,Home/Neutral,Home PTS,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,game_type,Date_Clean,Home Rest,Visitor Rest,team_i,team_j,margin_ij,rest_i,rest_j,home_i,home_j,id_i,location_i,id_j,location_j,location_game,Visitor Travel,Home Travel,travel_i,travel_j
7:30p,Los Angeles Lakers,106,Brooklyn Nets,96,Box Score,,18126.0,Barclays Center,,Regular Season,2022-01-25,2,2,Los Angeles Lakers,Brooklyn Nets,10,2,2,0,1,14,"[34.053570000000036, -118.24544999999995]",3,"[40.692450000000065, -73.99035999999995]","[40.692450000000065, -73.99035999999995]",1755.1065114273936,1740.689367700212,1755.1065114273936,1740.689367700212
7:00p,Charlotte Hornets,113,Toronto Raptors,125,Box Score,,0.0,Scotiabank Arena,,Regular Season,2022-01-25,2,2,Toronto Raptors,Charlotte Hornets,12,2,2,1,0,28,"[43.65352400000006, -79.38390699999997]",4,"[35.222860000000026, -80.83795999999995]","[43.65352400000006, -79.38390699999997]",945.6816357951918,0.0,0.0,945.6816357951918
7:00p,Los Angeles Clippers,116,Washington Wizards,115,Box Score,,13544.0,Capital One Arena,,Regular Season,2022-01-25,2,2,Los Angeles Clippers,Washington Wizards,1,2,2,0,1,13,"[34.053570000000036, -118.24544999999995]",30,"[38.890370000000075, -77.03195999999997]","[38.890370000000075, -77.03195999999997]",328.4662578301536,0.0,328.4662578301536,0.0
10:00p,Dallas Mavericks,92,Golden State Warriors,130,Box Score,,18064.0,Chase Center,,Regular Season,2022-01-25,2,2,Golden State Warriors,Dallas Mavericks,38,2,2,1,0,10,"[37.777120000000025, -122.41963999999996]",7,"[32.77822000000003, -96.79511999999994]","[37.777120000000025, -122.41963999999996]",2383.3961417632,0.0,0.0,2383.3961417632
7:00p,Denver Nuggets,110,Detroit Pistons,105,Box Score,,16023.0,Little Caesars Arena,,Regular Season,2022-01-25,2,2,Denver Nuggets,Detroit Pistons,5,2,2,0,1,8,"[39.74001000000004, -104.99201999999997]",9,"[42.33168000000006, -83.04799999999994]","[42.33168000000006, -83.04799999999994]",1857.6264218565245,1857.6264218565245,1857.6264218565245,1857.6264218565245
8:00p,San Antonio Spurs,134,Houston Rockets,104,Box Score,,15007.0,Toyota Center,,Regular Season,2022-01-25,4,2,San Antonio Spurs,Houston Rockets,30,2,4,0,1,27,"[29.42458000000005, -98.49460999999997]",11,"[29.760780000000068, -95.36951999999997]","[29.760780000000068, -95.36951999999997]",304.4601750604974,2643.121272294601,304.4601750604974,2643.121272294601
10:00p,Dallas Mavericks,132,Portland Trail Blazers,112,Box Score,,16334.0,Moda Center,,Regular Season,2022-01-26,1,1,Dallas Mavericks,Portland Trail Blazers,20,1,1,0,1,7,"[32.77822000000003, -96.79511999999994]",25,"[45.511790000000076, -122.67562999999996]","[45.511790000000076, -122.67562999999996]",860.3177190315666,0.0,860.3177190315666,0.0
7:30p,New York Knicks,96,Miami Heat,110,Box Score,,19600.0,FTX Arena,,Regular Season,2022-01-26,3,2,Miami Heat,New York Knicks,14,3,2,1,0,16,"[25.77481000000006, -80.19772999999998]",20,"[40.71455000000003, -74.00713999999994]","[25.77481000000006, -80.19772999999998]",1754.459622834781,0.0,0.0,1754.459622834781
7:30p,Sacramento Kings,104,Atlanta Hawks,121,Box Score,,15080.0,State Farm Arena,,Regular Season,2022-01-26,3,1,Atlanta Hawks,Sacramento Kings,17,3,1,1,0,1,"[33.74831000000006, -84.39110999999997]",26,"[38.579440000000034, -121.49084999999997]","[33.74831000000006, -84.39110999999997]",1506.71309496229,364.5744098051654,364.5744098051654,1506.71309496229
10:00p,Phoenix Suns,105,Utah Jazz,97,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-01-26,2,2,Phoenix Suns,Utah Jazz,8,2,2,0,1,24,"[33.44825000000003, -112.07579999999996]",29,"[40.76031000000006, -111.88821999999999]","[40.76031000000006, -111.88821999999999]",813.2335031108889,813.2335031108889,813.2335031108889,813.2335031108889
7:00p,Charlotte Hornets,158,Indiana Pacers,126,Box Score,,14116.0,Gainbridge Fieldhouse,,Regular Season,2022-01-26,2,1,Charlotte Hornets,Indiana Pacers,32,1,2,0,1,4,"[35.222860000000026, -80.83795999999995]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",706.3106992332405,1160.6192675263028,706.3106992332405,1160.6192675263028
8:00p,Denver Nuggets,124,Brooklyn Nets,118,Box Score,,18011.0,Barclays Center,,Regular Season,2022-01-26,1,1,Denver Nuggets,Brooklyn Nets,6,1,1,0,1,8,"[39.74001000000004, -104.99201999999997]",3,"[40.692450000000065, -73.99035999999995]","[40.692450000000065, -73.99035999999995]",775.4747258754219,0.0,775.4747258754219,0.0
7:00p,Milwaukee Bucks,99,Cleveland Cavaliers,115,Box Score,,18904.0,Rocket Mortgage Fieldhouse,,Regular Season,2022-01-26,2,4,Cleveland Cavaliers,Milwaukee Bucks,16,2,4,1,0,6,"[41.50473000000005, -81.69073999999995]",17,"[43.042230000000075, -87.90689999999995]","[41.50473000000005, -81.69073999999995]",539.111093480674,0.0,0.0,539.111093480674
7:00p,Los Angeles Clippers,111,Orlando Magic,102,Box Score,,12448.0,Amway Center,,Regular Season,2022-01-26,3,1,Los Angeles Clippers,Orlando Magic,9,1,3,0,1,13,"[34.053570000000036, -118.24544999999995]",22,"[28.538230000000055, -81.37738999999993]","[28.538230000000055, -81.37738999999993]",1218.8252650157096,0.0,1218.8252650157096,0.0
8:30p,Memphis Grizzlies,118,San Antonio Spurs,110,Box Score,,14662.0,AT&T Center,,Regular Season,2022-01-26,1,3,Memphis Grizzlies,San Antonio Spurs,8,3,1,0,1,15,"[35.14976000000007, -90.04924999999997]",27,"[29.42458000000005, -98.49460999999997]","[29.42458000000005, -98.49460999999997]",406.4808075873742,304.4601750604974,406.4808075873742,304.4601750604974
8:00p,Toronto Raptors,105,Chicago Bulls,111,Box Score,,20269.0,United Center,,Regular Season,2022-01-26,2,1,Chicago Bulls,Toronto Raptors,6,2,1,1,0,5,"[41.884250000000065, -87.63244999999995]",28,"[43.65352400000006, -79.38390699999997]","[41.884250000000065, -87.63244999999995]",701.1164527339557,1114.5655027120383,1114.5655027120383,701.1164527339557
10:00p,Minnesota Timberwolves,115,Golden State Warriors,124,Box Score,,18064.0,Chase Center,,Regular Season,2022-01-27,2,2,Golden State Warriors,Minnesota Timberwolves,9,2,2,1,0,10,"[37.777120000000025, -122.41963999999996]",18,"[46.34885576600004, -94.20079058299996]","[37.777120000000025, -122.41963999999996]",860.3177190315666,0.0,0.0,860.3177190315666
7:30p,Los Angeles Lakers,87,Philadelphia 76ers,105,Box Score,,20953.0,Wells Fargo Center,,Regular Season,2022-01-27,2,2,Philadelphia 76ers,Los Angeles Lakers,18,2,2,1,0,23,"[39.95222000000007, -75.16217999999998]",14,"[34.053570000000036, -118.24544999999995]","[39.95222000000007, -75.16217999999998]",129.00926936333508,0.0,0.0,129.00926936333508
9:00p,Minnesota Timberwolves,124,Phoenix Suns,134,Box Score,,17071.0,Phoenix Suns Arena,,Regular Season,2022-01-28,2,1,Phoenix Suns,Minnesota Timberwolves,10,2,1,1,0,24,"[33.44825000000003, -112.07579999999996]",18,"[46.34885576600004, -94.20079058299996]","[33.44825000000003, -112.07579999999996]",1050.8003408183629,813.2335031108889,813.2335031108889,1050.8003408183629
7:30p,Los Angeles Lakers,114,Charlotte Hornets,117,Box Score,,19469.0,Spectrum Center,,Regular Season,2022-01-28,2,1,Charlotte Hornets,Los Angeles Lakers,3,2,1,1,0,4,"[35.222860000000026, -80.83795999999995]",14,"[34.053570000000036, -118.24544999999995]","[35.222860000000026, -80.83795999999995]",725.390823953961,708.8993110706618,708.8993110706618,725.390823953961
7:30p,Boston Celtics,92,Atlanta Hawks,108,Box Score,,16932.0,State Farm Arena,,Regular Season,2022-01-28,2,3,Atlanta Hawks,Boston Celtics,16,2,3,1,0,1,"[33.74831000000006, -84.39110999999997]",2,"[42.35866000000004, -71.05673999999993]","[33.74831000000006, -84.39110999999997]",1506.71309496229,0.0,0.0,1506.71309496229
8:00p,Indiana Pacers,113,Oklahoma City Thunder,110,Box Score,OT,15106.0,Paycom Center,,Regular Season,2022-01-28,4,2,Indiana Pacers,Oklahoma City Thunder,3,2,4,0,1,12,"[39.91980696400003, -86.28179348799995]",21,"[35.472030000000075, -97.52106999999995]","[35.472030000000075, -97.52106999999995]",1104.513363723626,0.0,1104.513363723626,0.0
10:00p,New York Knicks,108,Milwaukee Bucks,123,Box Score,,17341.0,Fiserv Forum,,Regular Season,2022-01-28,2,2,Milwaukee Bucks,New York Knicks,15,2,2,1,0,17,"[43.042230000000075, -87.90689999999995]",20,"[40.71455000000003, -74.00713999999994]","[43.042230000000075, -87.90689999999995]",2043.860142405337,539.111093480674,539.111093480674,2043.860142405337
8:00p,Utah Jazz,109,Memphis Grizzlies,119,Box Score,,16916.0,FedEx Forum,,Regular Season,2022-01-28,2,2,Memphis Grizzlies,Utah Jazz,10,2,2,1,0,15,"[35.14976000000007, -90.04924999999997]",29,"[40.76031000000006, -111.88821999999999]","[35.14976000000007, -90.04924999999997]",2007.567921401783,1016.8787539839745,1016.8787539839745,2007.567921401783
8:00p,Denver Nuggets,116,New Orleans Pelicans,105,Box Score,,15254.0,Smoothie King Center,,Regular Season,2022-01-28,3,2,Denver Nuggets,New Orleans Pelicans,11,2,3,0,1,8,"[39.74001000000004, -104.99201999999997]",19,"[29.953700000000026, -90.07774999999998]","[29.953700000000026, -90.07774999999998]",1880.3424522884543,1751.8368159038666,1880.3424522884543,1751.8368159038666
8:30p,Chicago Bulls,122,San Antonio Spurs,131,Box Score,,18354.0,AT&T Center,,Regular Season,2022-01-28,2,2,San Antonio Spurs,Chicago Bulls,9,2,2,1,0,27,"[29.42458000000005, -98.49460999999997]",5,"[41.884250000000065, -87.63244999999995]","[29.42458000000005, -98.49460999999997]",1694.689865100033,0.0,0.0,1694.689865100033
7:00p,Detroit Pistons,103,Orlando Magic,119,Box Score,,13156.0,Amway Center,,Regular Season,2022-01-28,2,3,Orlando Magic,Detroit Pistons,16,2,3,1,0,22,"[28.538230000000055, -81.37738999999993]",9,"[42.33168000000006, -83.04799999999994]","[28.538230000000055, -81.37738999999993]",1541.1207118597845,0.0,0.0,1541.1207118597845
8:00p,Portland Trail Blazers,125,Houston Rockets,110,Box Score,,16100.0,Toyota Center,,Regular Season,2022-01-28,3,2,Portland Trail Blazers,Houston Rockets,15,2,3,0,1,25,"[45.511790000000076, -122.67562999999996]",11,"[29.760780000000068, -95.36951999999997]","[29.760780000000068, -95.36951999999997]",2950.543822050096,0.0,2950.543822050096,0.0
8:00p,Los Angeles Clippers,114,Miami Heat,121,Box Score,,19600.0,FTX Arena,,Regular Season,2022-01-28,2,2,Miami Heat,Los Angeles Clippers,7,2,2,1,0,16,"[25.77481000000006, -80.19772999999998]",13,"[34.053570000000036, -118.24544999999995]","[25.77481000000006, -80.19772999999998]",328.6895952598936,0.0,0.0,328.6895952598936
7:30p,Sacramento Kings,101,Philadelphia 76ers,103,Box Score,,20380.0,Wells Fargo Center,,Regular Season,2022-01-29,2,3,Philadelphia 76ers,Sacramento Kings,2,2,3,1,0,23,"[39.95222000000007, -75.16217999999998]",26,"[38.579440000000034, -121.49084999999997]","[39.95222000000007, -75.16217999999998]",1071.4117762592673,0.0,0.0,1071.4117762592673
7:00p,Indiana Pacers,105,Dallas Mavericks,132,Box Score,,19831.0,American Airlines Center,,Regular Season,2022-01-29,3,1,Dallas Mavericks,Indiana Pacers,27,3,1,1,0,7,"[32.77822000000003, -96.79511999999994]",12,"[39.91980696400003, -86.28179348799995]","[32.77822000000003, -96.79511999999994]",306.8979117466442,2624.9700342826222,2624.9700342826222,306.8979117466442
8:00p,Toronto Raptors,124,Miami Heat,120,Box Score,3OT,19600.0,FTX Arena,,Regular Season,2022-01-29,1,3,Toronto Raptors,Miami Heat,4,3,1,0,1,28,"[43.65352400000006, -79.38390699999997]",16,"[25.77481000000006, -80.19772999999998]","[25.77481000000006, -80.19772999999998]",1916.4532821135774,0.0,1916.4532821135774,0.0
8:30p,Brooklyn Nets,106,Golden State Warriors,110,Box Score,,18064.0,Chase Center,,Regular Season,2022-01-29,2,3,Golden State Warriors,Brooklyn Nets,4,2,3,1,0,10,"[37.777120000000025, -122.41963999999996]",3,"[40.692450000000065, -73.99035999999995]","[37.777120000000025, -122.41963999999996]",4130.770725923696,0.0,0.0,4130.770725923696
7:00p,Boston Celtics,107,New Orleans Pelicans,97,Box Score,,16168.0,Smoothie King Center,,Regular Season,2022-01-29,1,1,Boston Celtics,New Orleans Pelicans,10,1,1,0,1,2,"[42.35866000000004, -71.05673999999993]",19,"[29.953700000000026, -90.07774999999998]","[29.953700000000026, -90.07774999999998]",682.8105231496944,0.0,682.8105231496944,0.0
8:00p,Washington Wizards,95,Memphis Grizzlies,115,Box Score,,17135.0,FedEx Forum,,Regular Season,2022-01-29,1,4,Memphis Grizzlies,Washington Wizards,20,1,4,1,0,15,"[35.14976000000007, -90.04924999999997]",30,"[38.890370000000075, -77.03195999999997]","[35.14976000000007, -90.04924999999997]",1226.8817384465956,0.0,0.0,1226.8817384465956
1:00p,Los Angeles Lakers,121,Atlanta Hawks,129,Box Score,,17391.0,State Farm Arena,,Regular Season,2022-01-30,2,2,Atlanta Hawks,Los Angeles Lakers,8,2,2,1,0,1,"[33.74831000000006, -84.39110999999997]",14,"[34.053570000000036, -118.24544999999995]","[33.74831000000006, -84.39110999999997]",364.5744098051654,0.0,0.0,364.5744098051654
8:00p,San Antonio Spurs,110,Phoenix Suns,115,Box Score,,17071.0,Phoenix Suns Arena,,Regular Season,2022-01-30,2,2,Phoenix Suns,San Antonio Spurs,5,2,2,1,0,24,"[33.44825000000003, -112.07579999999996]",27,"[29.42458000000005, -98.49460999999997]","[33.44825000000003, -112.07579999999996]",1362.6562431328261,0.0,0.0,1362.6562431328261
3:30p,Portland Trail Blazers,116,Chicago Bulls,130,Box Score,,19521.0,United Center,,Regular Season,2022-01-30,2,2,Chicago Bulls,Portland Trail Blazers,14,2,2,1,0,5,"[41.884250000000065, -87.63244999999995]",25,"[45.511790000000076, -122.67562999999996]","[41.884250000000065, -87.63244999999995]",1516.2404135568972,1694.689865100033,1694.689865100033,1516.2404135568972
1:00p,Los Angeles Clippers,115,Charlotte Hornets,90,Box Score,,18674.0,Spectrum Center,,Regular Season,2022-01-30,2,2,Los Angeles Clippers,Charlotte Hornets,25,2,2,0,1,13,"[34.053570000000036, -118.24544999999995]",4,"[35.222860000000026, -80.83795999999995]","[35.222860000000026, -80.83795999999995]",1052.356173919002,0.0,1052.356173919002,0.0
7:00p,Denver Nuggets,136,Milwaukee Bucks,100,Box Score,,17341.0,Fiserv Forum,,Regular Season,2022-01-30,2,2,Denver Nuggets,Milwaukee Bucks,36,2,2,0,1,8,"[39.74001000000004, -104.99201999999997]",17,"[43.042230000000075, -87.90689999999995]","[43.042230000000075, -87.90689999999995]",1468.1089230158245,0.0,1468.1089230158245,0.0
6:00p,Cleveland Cavaliers,105,Detroit Pistons,115,Box Score,,16811.0,Little Caesars Arena,,Regular Season,2022-01-30,2,4,Detroit Pistons,Cleveland Cavaliers,10,2,4,1,0,9,"[42.33168000000006, -83.04799999999994]",6,"[41.50473000000005, -81.69073999999995]","[42.33168000000006, -83.04799999999994]",145.13965380908286,1541.1207118597845,1541.1207118597845,145.13965380908286
8:00p,Utah Jazz,106,Minnesota Timberwolves,126,Box Score,,10407.0,Target Center,,Regular Season,2022-01-30,2,2,Minnesota Timberwolves,Utah Jazz,20,2,2,1,0,18,"[46.34885576600004, -94.20079058299996]",29,"[40.76031000000006, -111.88821999999999]","[46.34885576600004, -94.20079058299996]",1292.9615011185713,2084.3731836143684,2084.3731836143684,1292.9615011185713
7:00p,Dallas Mavericks,108,Orlando Magic,110,Box Score,,13376.0,Amway Center,,Regular Season,2022-01-30,2,1,Orlando Magic,Dallas Mavericks,2,2,1,1,0,22,"[28.538230000000055, -81.37738999999993]",7,"[32.77822000000003, -96.79511999999994]","[28.538230000000055, -81.37738999999993]",1546.5070333932492,0.0,0.0,1546.5070333932492
7:00p,Los Angeles Clippers,116,Indiana Pacers,122,Box Score,,14629.0,Gainbridge Fieldhouse,,Regular Season,2022-01-31,2,1,Indiana Pacers,Los Angeles Clippers,6,2,1,1,0,12,"[39.91980696400003, -86.28179348799995]",13,"[34.053570000000036, -118.24544999999995]","[39.91980696400003, -86.28179348799995]",708.8993110706618,1230.1435817773508,1230.1435817773508,708.8993110706618
8:00p,Portland Trail Blazers,81,Oklahoma City Thunder,98,Box Score,,13812.0,Paycom Center,,Regular Season,2022-01-31,3,1,Oklahoma City Thunder,Portland Trail Blazers,17,3,1,1,0,21,"[35.472030000000075, -97.52106999999995]",25,"[45.511790000000076, -122.67562999999996]","[35.472030000000075, -97.52106999999995]",1114.5655027120383,0.0,0.0,1114.5655027120383
7:30p,Toronto Raptors,106,Atlanta Hawks,100,Box Score,,14168.0,State Farm Arena,,Regular Season,2022-01-31,1,2,Toronto Raptors,Atlanta Hawks,6,2,1,0,1,28,"[43.65352400000006, -79.38390699999997]",1,"[33.74831000000006, -84.39110999999997]","[33.74831000000006, -84.39110999999997]",974.364433994676,0.0,974.364433994676,0.0
7:00p,New Orleans Pelicans,90,Cleveland Cavaliers,93,Box Score,,17637.0,Rocket Mortgage Fieldhouse,,Regular Season,2022-01-31,1,2,Cleveland Cavaliers,New Orleans Pelicans,3,1,2,1,0,6,"[41.50473000000005, -81.69073999999995]",19,"[29.953700000000026, -90.07774999999998]","[41.50473000000005, -81.69073999999995]",1489.1461203728488,145.13965380908286,145.13965380908286,1489.1461203728488
7:30p,Miami Heat,92,Boston Celtics,122,Box Score,,19156.0,TD Garden,,Regular Season,2022-01-31,2,2,Boston Celtics,Miami Heat,30,2,2,1,0,2,"[42.35866000000004, -71.05673999999993]",16,"[25.77481000000006, -80.19772999999998]","[42.35866000000004, -71.05673999999993]",2024.1475786499443,2186.2752260789025,2186.2752260789025,2024.1475786499443
7:30p,Sacramento Kings,96,New York Knicks,116,Box Score,,15925.0,Madison Square Garden (IV),,Regular Season,2022-01-31,3,2,New York Knicks,Sacramento Kings,20,3,2,1,0,20,"[40.71455000000003, -74.00713999999994]",26,"[38.579440000000034, -121.49084999999997]","[40.71455000000003, -74.00713999999994]",129.4998270280916,1178.0377782262408,1178.0377782262408,129.4998270280916
7:00p,Memphis Grizzlies,119,Philadelphia 76ers,122,Box Score,OT,20424.0,Wells Fargo Center,,Regular Season,2022-01-31,2,2,Philadelphia 76ers,Memphis Grizzlies,3,2,2,1,0,23,"[39.95222000000007, -75.16217999999998]",15,"[35.14976000000007, -90.04924999999997]","[39.95222000000007, -75.16217999999998]",1414.6137152567053,0.0,0.0,1414.6137152567053
8:00p,Golden State Warriors,122,Houston Rockets,108,Box Score,,16146.0,Toyota Center,,Regular Season,2022-01-31,3,2,Golden State Warriors,Houston Rockets,14,2,3,0,1,10,"[37.777120000000025, -122.41963999999996]",11,"[29.760780000000068, -95.36951999999997]","[29.760780000000068, -95.36951999999997]",2643.121272294601,0.0,2643.121272294601,0.0
8:30p,Golden State Warriors,124,San Antonio Spurs,120,Box Score,,17070.0,AT&T Center,,Regular Season,2022-02-01,2,1,Golden State Warriors,San Antonio Spurs,4,1,2,0,1,10,"[37.777120000000025, -122.41963999999996]",27,"[29.42458000000005, -98.49460999999997]","[29.42458000000005, -98.49460999999997]",304.4601750604974,1362.6562431328261,304.4601750604974,1362.6562431328261
10:00p,Brooklyn Nets,111,Phoenix Suns,121,Box Score,,17071.0,Phoenix Suns Arena,,Regular Season,2022-02-01,2,3,Phoenix Suns,Brooklyn Nets,10,2,3,1,0,24,"[33.44825000000003, -112.07579999999996]",3,"[40.692450000000065, -73.99035999999995]","[33.44825000000003, -112.07579999999996]",1050.8003408183629,0.0,0.0,1050.8003408183629
7:00p,New Orleans Pelicans,111,Detroit Pistons,101,Box Score,,15499.0,Little Caesars Arena,,Regular Season,2022-02-01,2,1,New Orleans Pelicans,Detroit Pistons,10,1,2,0,1,19,"[29.953700000000026, -90.07774999999998]",9,"[42.33168000000006, -83.04799999999994]","[42.33168000000006, -83.04799999999994]",145.13965380908286,0.0,145.13965380908286,0.0
8:00p,Orlando Magic,115,Chicago Bulls,126,Box Score,,20217.0,United Center,,Regular Season,2022-02-01,2,2,Chicago Bulls,Orlando Magic,11,2,2,1,0,5,"[41.884250000000065, -87.63244999999995]",22,"[28.538230000000055, -81.37738999999993]","[41.884250000000065, -87.63244999999995]",1587.9095020091315,0.0,0.0,1587.9095020091315
7:30p,Washington Wizards,98,Milwaukee Bucks,112,Box Score,,17341.0,Fiserv Forum,,Regular Season,2022-02-01,2,3,Milwaukee Bucks,Washington Wizards,14,2,3,1,0,17,"[43.042230000000075, -87.90689999999995]",30,"[38.890370000000075, -77.03195999999997]","[43.042230000000075, -87.90689999999995]",896.7740859911829,0.0,0.0,896.7740859911829
8:00p,Denver Nuggets,115,Minnesota Timberwolves,130,Box Score,,15839.0,Target Center,,Regular Season,2022-02-01,2,2,Minnesota Timberwolves,Denver Nuggets,15,2,2,1,0,18,"[46.34885576600004, -94.20079058299996]",8,"[39.74001000000004, -104.99201999999997]","[46.34885576600004, -94.20079058299996]",618.2973644856736,0.0,0.0,618.2973644856736
7:30p,Miami Heat,106,Toronto Raptors,110,Box Score,,0.0,Scotiabank Arena,,Regular Season,2022-02-01,1,1,Toronto Raptors,Miami Heat,4,1,1,1,0,28,"[43.65352400000006, -79.38390699999997]",16,"[25.77481000000006, -80.19772999999998]","[43.65352400000006, -79.38390699999997]",691.9380863179787,1183.4206624622175,1183.4206624622175,691.9380863179787
10:30p,Portland Trail Blazers,94,Los Angeles Lakers,99,Box Score,,17259.0,Crypto.com Arena,,Regular Season,2022-02-02,3,2,Los Angeles Lakers,Portland Trail Blazers,5,3,2,1,0,14,"[34.053570000000036, -118.24544999999995]",25,"[45.511790000000076, -122.67562999999996]","[34.053570000000036, -118.24544999999995]",1896.2167567287631,3110.1992084916874,3110.1992084916874,1896.2167567287631
10:00p,Brooklyn Nets,101,Sacramento Kings,112,Box Score,,13153.0,Golden 1 Center,,Regular Season,2022-02-02,2,1,Sacramento Kings,Brooklyn Nets,11,2,1,1,0,26,"[38.579440000000034, -121.49084999999997]",3,"[40.692450000000065, -73.99035999999995]","[38.579440000000034, -121.49084999999997]",1020.2155979103459,4022.6171294274454,4022.6171294274454,1020.2155979103459
7:00p,Washington Wizards,106,Philadelphia 76ers,103,Box Score,,20089.0,Wells Fargo Center,,Regular Season,2022-02-02,2,1,Washington Wizards,Philadelphia 76ers,3,1,2,0,1,30,"[38.890370000000075, -77.03195999999997]",23,"[39.95222000000007, -75.16217999999998]","[39.95222000000007, -75.16217999999998]",1114.3272937577983,0.0,1114.3272937577983,0.0
8:00p,Cleveland Cavaliers,104,Houston Rockets,115,Box Score,,14163.0,Toyota Center,,Regular Season,2022-02-02,2,2,Houston Rockets,Cleveland Cavaliers,11,2,2,1,0,11,"[29.760780000000068, -95.36951999999997]",6,"[41.50473000000005, -81.69073999999995]","[29.760780000000068, -95.36951999999997]",1793.7231739229428,0.0,0.0,1793.7231739229428
7:30p,Charlotte Hornets,107,Boston Celtics,113,Box Score,,19156.0,TD Garden,,Regular Season,2022-02-02,2,3,Boston Celtics,Charlotte Hornets,6,2,3,1,0,2,"[42.35866000000004, -71.05673999999993]",4,"[35.222860000000026, -80.83795999999995]","[42.35866000000004, -71.05673999999993]",1159.6650149872178,0.0,0.0,1159.6650149872178
7:30p,Memphis Grizzlies,120,New York Knicks,108,Box Score,,19812.0,Madison Square Garden (IV),,Regular Season,2022-02-02,2,2,Memphis Grizzlies,New York Knicks,12,2,2,0,1,15,"[35.14976000000007, -90.04924999999997]",20,"[40.71455000000003, -74.00713999999994]","[40.71455000000003, -74.00713999999994]",129.4998270280916,0.0,129.4998270280916,0.0
8:30p,Oklahoma City Thunder,120,Dallas Mavericks,114,Box Score,OT,19200.0,American Airlines Center,,Regular Season,2022-02-02,3,2,Oklahoma City Thunder,Dallas Mavericks,6,2,3,0,1,21,"[35.472030000000075, -97.52106999999995]",7,"[32.77822000000003, -96.79511999999994]","[32.77822000000003, -96.79511999999994]",306.8979117466442,1546.5070333932492,306.8979117466442,1546.5070333932492
7:00p,Orlando Magic,119,Indiana Pacers,118,Box Score,,14528.0,Gainbridge Fieldhouse,,Regular Season,2022-02-02,2,1,Orlando Magic,Indiana Pacers,1,1,2,0,1,22,"[28.538230000000055, -81.37738999999993]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",246.16189674268134,0.0,246.16189674268134,0.0
10:00p,Denver Nuggets,104,Utah Jazz,108,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-02-02,3,1,Utah Jazz,Denver Nuggets,4,3,1,1,0,29,"[40.76031000000006, -111.88821999999999]",8,"[39.74001000000004, -104.99201999999997]","[40.76031000000006, -111.88821999999999]",1550.5135330860996,1550.5135330860996,1550.5135330860996,1550.5135330860996
7:30p,Phoenix Suns,115,Atlanta Hawks,124,Box Score,,16958.0,State Farm Arena,,Regular Season,2022-02-03,3,2,Atlanta Hawks,Phoenix Suns,9,3,2,1,0,1,"[33.74831000000006, -84.39110999999997]",24,"[33.44825000000003, -112.07579999999996]","[33.74831000000006, -84.39110999999997]",2556.5678606797414,0.0,0.0,2556.5678606797414
7:00p,Miami Heat,112,San Antonio Spurs,95,Box Score,,14971.0,AT&T Center,,Regular Season,2022-02-03,2,2,Miami Heat,San Antonio Spurs,17,2,2,0,1,16,"[25.77481000000006, -80.19772999999998]",27,"[29.42458000000005, -98.49460999999997]","[29.42458000000005, -98.49460999999997]",2317.0812732870713,0.0,2317.0812732870713,0.0
7:00p,Minnesota Timberwolves,128,Detroit Pistons,117,Box Score,,15523.0,Little Caesars Arena,,Regular Season,2022-02-03,2,2,Minnesota Timberwolves,Detroit Pistons,11,2,2,0,1,18,"[46.34885576600004, -94.20079058299996]",9,"[42.33168000000006, -83.04799999999994]","[42.33168000000006, -83.04799999999994]",991.8385918014001,0.0,991.8385918014001,0.0
10:00p,Sacramento Kings,114,Golden State Warriors,126,Box Score,,18064.0,Chase Center,,Regular Season,2022-02-03,2,1,Golden State Warriors,Sacramento Kings,12,2,1,1,0,10,"[37.777120000000025, -122.41963999999996]",26,"[38.579440000000034, -121.49084999999997]","[37.777120000000025, -122.41963999999996]",120.62236217060726,2393.775172177661,2393.775172177661,120.62236217060726
7:30p,Chicago Bulls,120,Toronto Raptors,127,Box Score,OT,0.0,Scotiabank Arena,,Regular Season,2022-02-03,2,2,Toronto Raptors,Chicago Bulls,7,2,2,1,0,28,"[43.65352400000006, -79.38390699999997]",5,"[41.884250000000065, -87.63244999999995]","[43.65352400000006, -79.38390699999997]",701.1164527339557,0.0,0.0,701.1164527339557
10:00p,Los Angeles Lakers,110,Los Angeles Clippers,111,Box Score,,19068.0,Crypto.com Arena,,Regular Season,2022-02-03,3,1,Los Angeles Clippers,Los Angeles Lakers,1,3,1,1,0,13,"[34.053570000000036, -118.24544999999995]",14,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",0.0,2896.457834807326,2896.457834807326,0.0
8:30p,Houston Rockets,106,San Antonio Spurs,131,Box Score,,15344.0,AT&T Center,,Regular Season,2022-02-04,1,2,San Antonio Spurs,Houston Rockets,25,1,2,1,0,27,"[29.42458000000005, -98.49460999999997]",11,"[29.760780000000068, -95.36951999999997]","[29.42458000000005, -98.49460999999997]",304.4601750604974,0.0,0.0,304.4601750604974
