Start (ET),Visitor/Neutral,Visitor PTS,Home/Neutral,Home PTS,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,game_type,Date_Clean,Home Rest,Visitor Rest,team_i,team_j,margin_ij,rest_i,rest_j,home_i,home_j,id_i,location_i,id_j,location_j,location_game,Visitor Travel,Home Travel,travel_i,travel_j
10:00p,Oklahoma City Thunder,96,Portland Trail Blazers,93,Box Score,,15329.0,Moda Center,,Regular Season,2022-02-04,2,2,Oklahoma City Thunder,Portland Trail Blazers,3,2,2,0,1,21,"[35.472030000000075, -97.52106999999995]",25,"[45.511790000000076, -122.67562999999996]","[45.511790000000076, -122.67562999999996]",2624.9700342826222,1328.580375209273,2624.9700342826222,1328.580375209273
7:00p,Cleveland Cavaliers,102,Charlotte Hornets,101,Box Score,,17733.0,Spectrum Center,,Regular Season,2022-02-04,2,2,Cleveland Cavaliers,Charlotte Hornets,1,2,2,0,1,6,"[41.50473000000005, -81.69073999999995]",4,"[35.222860000000026, -80.83795999999995]","[35.222860000000026, -80.83795999999995]",1490.0960059258516,1159.6650149872178,1490.0960059258516,1159.6650149872178
7:00p,Chicago Bulls,122,Indiana Pacers,115,Box Score,,16355.0,Gainbridge Fieldhouse,,Regular Season,2022-02-04,2,1,Chicago Bulls,Indiana Pacers,7,1,2,0,1,5,"[41.884250000000065, -87.63244999999995]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",706.3106992332405,0.0,706.3106992332405,0.0
9:00p,New Orleans Pelicans,113,Denver Nuggets,105,Box Score,,16152.0,Ball Arena,,Regular Season,2022-02-04,2,3,New Orleans Pelicans,Denver Nuggets,8,3,2,0,1,19,"[29.953700000000026, -90.07774999999998]",8,"[39.74001000000004, -104.99201999999997]","[39.74001000000004, -104.99201999999997]",1857.6264218565245,595.9884459147651,1857.6264218565245,595.9884459147651
7:00p,Boston Celtics,102,Detroit Pistons,93,Box Score,,17584.0,Little Caesars Arena,,Regular Season,2022-02-04,1,2,Boston Celtics,Detroit Pistons,9,2,1,0,1,2,"[42.35866000000004, -71.05673999999993]",9,"[42.33168000000006, -83.04799999999994]","[42.33168000000006, -83.04799999999994]",984.6788561262498,0.0,984.6788561262498,0.0
7:30p,Atlanta Hawks,114,Toronto Raptors,125,Box Score,,0.0,Scotiabank Arena,,Regular Season,2022-02-04,1,1,Toronto Raptors,Atlanta Hawks,11,1,1,1,0,28,"[43.65352400000006, -79.38390699999997]",1,"[33.74831000000006, -84.39110999999997]","[43.65352400000006, -79.38390699999997]",1183.4206624622175,0.0,0.0,1183.4206624622175
10:00p,Philadelphia 76ers,98,Dallas Mavericks,107,Box Score,,19200.0,American Airlines Center,,Regular Season,2022-02-04,2,2,Dallas Mavericks,Philadelphia 76ers,9,2,2,1,0,7,"[32.77822000000003, -96.79511999999994]",23,"[39.95222000000007, -75.16217999999998]","[32.77822000000003, -96.79511999999994]",2087.9864435737068,0.0,0.0,2087.9864435737068
9:00p,Brooklyn Nets,102,Utah Jazz,125,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-02-04,2,2,Utah Jazz,Brooklyn Nets,23,2,2,1,0,29,"[40.76031000000006, -111.88821999999999]",3,"[40.692450000000065, -73.99035999999995]","[40.76031000000006, -111.88821999999999]",856.4018467926647,0.0,0.0,856.4018467926647
10:00p,Milwaukee Bucks,137,Portland Trail Blazers,108,Box Score,,19393.0,Moda Center,,Regular Season,2022-02-05,1,4,Milwaukee Bucks,Portland Trail Blazers,29,4,1,0,1,17,"[43.042230000000075, -87.90689999999995]",25,"[45.511790000000076, -122.67562999999996]","[45.511790000000076, -122.67562999999996]",2759.8464400457556,0.0,2759.8464400457556,0.0
7:00p,Phoenix Suns,95,Washington Wizards,80,Box Score,,18058.0,Capital One Arena,,Regular Season,2022-02-05,3,2,Phoenix Suns,Washington Wizards,15,2,3,0,1,24,"[33.44825000000003, -112.07579999999996]",30,"[38.890370000000075, -77.03195999999997]","[38.890370000000075, -77.03195999999997]",872.158224603044,199.33262408199963,872.158224603044,199.33262408199963
7:00p,Miami Heat,104,Charlotte Hornets,86,Box Score,,19420.0,Spectrum Center,,Regular Season,2022-02-05,1,2,Miami Heat,Charlotte Hornets,18,2,1,0,1,16,"[25.77481000000006, -80.19772999999998]",4,"[35.222860000000026, -80.83795999999995]","[35.222860000000026, -80.83795999999995]",1776.7482213722901,0.0,1776.7482213722901,0.0
8:30p,New York Knicks,115,Los Angeles Lakers,122,Box Score,OT,18997.0,Crypto.com Arena,,Regular Season,2022-02-05,2,3,Los Angeles Lakers,New York Knicks,7,2,3,1,0,14,"[34.053570000000036, -118.24544999999995]",20,"[40.71455000000003, -74.00713999999994]","[34.053570000000036, -118.24544999999995]",3935.722887435808,0.0,0.0,3935.722887435808
10:00p,Oklahoma City Thunder,103,Sacramento Kings,113,Box Score,,14097.0,Golden 1 Center,,Regular Season,2022-02-05,2,1,Sacramento Kings,Oklahoma City Thunder,10,2,1,1,0,26,"[38.579440000000034, -121.49084999999997]",21,"[35.472030000000075, -97.52106999999995]","[38.579440000000034, -121.49084999999997]",776.9996936478415,120.62236217060726,120.62236217060726,776.9996936478415
5:00p,Memphis Grizzlies,135,Orlando Magic,115,Box Score,,18846.0,Amway Center,,Regular Season,2022-02-05,3,3,Memphis Grizzlies,Orlando Magic,20,3,3,0,1,15,"[35.14976000000007, -90.04924999999997]",22,"[28.538230000000055, -81.37738999999993]","[28.538230000000055, -81.37738999999993]",1511.1497376161226,1342.8840245174515,1511.1497376161226,1342.8840245174515
3:30p,Brooklyn Nets,104,Denver Nuggets,124,Box Score,,18241.0,Ball Arena,,Regular Season,2022-02-06,2,2,Denver Nuggets,Brooklyn Nets,20,2,2,1,0,8,"[39.74001000000004, -104.99201999999997]",3,"[40.692450000000065, -73.99035999999995]","[39.74001000000004, -104.99201999999997]",595.9884459147651,0.0,0.0,595.9884459147651
3:30p,Detroit Pistons,105,Minnesota Timberwolves,118,Box Score,,16487.0,Target Center,,Regular Season,2022-02-06,3,2,Minnesota Timberwolves,Detroit Pistons,13,3,2,1,0,18,"[46.34885576600004, -94.20079058299996]",9,"[42.33168000000006, -83.04799999999994]","[46.34885576600004, -94.20079058299996]",991.8385918014001,991.8385918014001,991.8385918014001,991.8385918014001
6:00p,Boston Celtics,116,Orlando Magic,83,Box Score,,14402.0,Amway Center,,Regular Season,2022-02-06,1,2,Boston Celtics,Orlando Magic,33,2,1,0,1,2,"[42.35866000000004, -71.05673999999993]",22,"[28.538230000000055, -81.37738999999993]","[28.538230000000055, -81.37738999999993]",1541.1207118597845,0.0,1541.1207118597845,0.0
3:30p,Philadelphia 76ers,119,Chicago Bulls,108,Box Score,,20233.0,United Center,,Regular Season,2022-02-06,2,2,Philadelphia 76ers,Chicago Bulls,11,2,2,0,1,23,"[39.95222000000007, -75.16217999999998]",5,"[41.884250000000065, -87.63244999999995]","[41.884250000000065, -87.63244999999995]",1295.081423684655,246.16189674268134,1295.081423684655,246.16189674268134
9:00p,Milwaukee Bucks,137,Los Angeles Clippers,113,Box Score,,17395.0,Crypto.com Arena,,Regular Season,2022-02-06,3,1,Milwaukee Bucks,Los Angeles Clippers,24,1,3,0,1,17,"[43.042230000000075, -87.90689999999995]",13,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",1328.580375209273,0.0,1328.580375209273,0.0
6:00p,Atlanta Hawks,94,Dallas Mavericks,103,Box Score,,19887.0,American Airlines Center,,Regular Season,2022-02-06,2,2,Dallas Mavericks,Atlanta Hawks,9,2,2,1,0,7,"[32.77822000000003, -96.79511999999994]",1,"[33.74831000000006, -84.39110999999997]","[32.77822000000003, -96.79511999999994]",1936.3340654258827,0.0,0.0,1936.3340654258827
7:00p,New Orleans Pelicans,120,Houston Rockets,107,Box Score,,15702.0,Toyota Center,,Regular Season,2022-02-06,2,2,New Orleans Pelicans,Houston Rockets,13,2,2,0,1,19,"[29.953700000000026, -90.07774999999998]",11,"[29.760780000000068, -95.36951999999997]","[29.760780000000068, -95.36951999999997]",1413.791007322739,304.4601750604974,1413.791007322739,304.4601750604974
6:00p,Indiana Pacers,85,Cleveland Cavaliers,98,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,Regular Season,2022-02-06,2,2,Cleveland Cavaliers,Indiana Pacers,13,2,2,1,0,6,"[41.50473000000005, -81.69073999999995]",12,"[39.91980696400003, -86.28179348799995]","[41.50473000000005, -81.69073999999995]",425.1238869686636,702.4465525614933,702.4465525614933,425.1238869686636
7:00p,Toronto Raptors,116,Charlotte Hornets,101,Box Score,,14102.0,Spectrum Center,,Regular Season,2022-02-07,2,3,Toronto Raptors,Charlotte Hornets,15,3,2,0,1,28,"[43.65352400000006, -79.38390699999997]",4,"[35.222860000000026, -80.83795999999995]","[35.222860000000026, -80.83795999999995]",945.6816357951918,0.0,945.6816357951918,0.0
9:00p,New York Knicks,104,Utah Jazz,113,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-02-07,3,2,Utah Jazz,New York Knicks,9,3,2,1,0,29,"[40.76031000000006, -111.88821999999999]",20,"[40.71455000000003, -74.00713999999994]","[40.76031000000006, -111.88821999999999]",932.918109028817,0.0,0.0,932.918109028817
7:00p,Miami Heat,121,Washington Wizards,100,Box Score,,14222.0,Capital One Arena,,Regular Season,2022-02-07,2,2,Miami Heat,Washington Wizards,21,2,2,0,1,16,"[25.77481000000006, -80.19772999999998]",30,"[38.890370000000075, -77.03195999999997]","[38.890370000000075, -77.03195999999997]",529.3894970583164,0.0,529.3894970583164,0.0
8:00p,Golden State Warriors,110,Oklahoma City Thunder,98,Box Score,,17009.0,Paycom Center,,Regular Season,2022-02-07,2,4,Golden State Warriors,Oklahoma City Thunder,12,4,2,0,1,10,"[37.777120000000025, -122.41963999999996]",21,"[35.472030000000075, -97.52106999999995]","[35.472030000000075, -97.52106999999995]",2230.0534644838112,2149.4562346078665,2230.0534644838112,2149.4562346078665
8:00p,Phoenix Suns,127,Chicago Bulls,124,Box Score,,20615.0,United Center,,Regular Season,2022-02-07,1,2,Phoenix Suns,Chicago Bulls,3,2,1,0,1,24,"[33.44825000000003, -112.07579999999996]",5,"[41.884250000000065, -87.63244999999995]","[41.884250000000065, -87.63244999999995]",956.7339401003372,0.0,956.7339401003372,0.0
10:00p,Milwaukee Bucks,131,Los Angeles Lakers,116,Box Score,,18997.0,Crypto.com Arena,,Regular Season,2022-02-08,3,2,Milwaukee Bucks,Los Angeles Lakers,15,2,3,0,1,17,"[43.042230000000075, -87.90689999999995]",14,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",0.0,0.0,0.0,0.0
8:00p,Houston Rockets,97,New Orleans Pelicans,110,Box Score,,15121.0,Smoothie King Center,,Regular Season,2022-02-08,2,2,New Orleans Pelicans,Houston Rockets,13,2,2,1,0,19,"[29.953700000000026, -90.07774999999998]",11,"[29.760780000000068, -95.36951999999997]","[29.953700000000026, -90.07774999999998]",510.7216480520068,510.7216480520068,510.7216480520068,510.7216480520068
7:30p,Boston Celtics,126,Brooklyn Nets,91,Box Score,,17732.0,Barclays Center,,Regular Season,2022-02-08,2,2,Boston Celtics,Brooklyn Nets,35,2,2,0,1,2,"[42.35866000000004, -71.05673999999993]",3,"[40.692450000000065, -73.99035999999995]","[40.692450000000065, -73.99035999999995]",1509.6739270937746,2620.795773987304,1509.6739270937746,2620.795773987304
7:00p,Phoenix Suns,114,Philadelphia 76ers,109,Box Score,,20720.0,Wells Fargo Center,,Regular Season,2022-02-08,2,1,Phoenix Suns,Philadelphia 76ers,5,1,2,0,1,24,"[33.44825000000003, -112.07579999999996]",23,"[39.95222000000007, -75.16217999999998]","[39.95222000000007, -75.16217999999998]",1068.5679395943594,1068.5679395943594,1068.5679395943594,1068.5679395943594
8:00p,Los Angeles Clippers,109,Memphis Grizzlies,135,Box Score,,16101.0,FedEx Forum,,Regular Season,2022-02-08,3,2,Memphis Grizzlies,Los Angeles Clippers,26,3,2,1,0,15,"[35.14976000000007, -90.04924999999997]",13,"[34.053570000000036, -118.24544999999995]","[35.14976000000007, -90.04924999999997]",2574.968249886414,1099.7666690342628,1099.7666690342628,2574.968249886414
8:30p,Detroit Pistons,86,Dallas Mavericks,116,Box Score,,19200.0,American Airlines Center,,Regular Season,2022-02-08,2,2,Dallas Mavericks,Detroit Pistons,30,2,2,1,0,7,"[32.77822000000003, -96.79511999999994]",9,"[42.33168000000006, -83.04799999999994]","[32.77822000000003, -96.79511999999994]",1525.0527260312563,0.0,0.0,1525.0527260312563
10:00p,Orlando Magic,113,Portland Trail Blazers,95,Box Score,,16024.0,Moda Center,,Regular Season,2022-02-08,3,2,Orlando Magic,Portland Trail Blazers,18,2,3,0,1,22,"[28.538230000000055, -81.37738999999993]",25,"[45.511790000000076, -122.67562999999996]","[45.511790000000076, -122.67562999999996]",4064.3018639552333,0.0,4064.3018639552333,0.0
7:30p,Indiana Pacers,112,Atlanta Hawks,133,Box Score,,14265.0,State Farm Arena,,Regular Season,2022-02-08,2,2,Atlanta Hawks,Indiana Pacers,21,2,2,1,0,1,"[33.74831000000006, -84.39110999999997]",12,"[39.91980696400003, -86.28179348799995]","[33.74831000000006, -84.39110999999997]",894.5240804404657,1157.6089011383267,1157.6089011383267,894.5240804404657
9:00p,New York Knicks,115,Denver Nuggets,132,Box Score,,15093.0,Ball Arena,,Regular Season,2022-02-08,2,1,Denver Nuggets,New York Knicks,17,2,1,1,0,8,"[39.74001000000004, -104.99201999999997]",20,"[40.71455000000003, -74.00713999999994]","[39.74001000000004, -104.99201999999997]",595.9884459147651,0.0,0.0,595.9884459147651
10:00p,Minnesota Timberwolves,134,Sacramento Kings,114,Box Score,,12409.0,Golden 1 Center,,Regular Season,2022-02-08,3,2,Minnesota Timberwolves,Sacramento Kings,20,2,3,0,1,18,"[46.34885576600004, -94.20079058299996]",26,"[38.579440000000034, -121.49084999999997]","[38.579440000000034, -121.49084999999997]",2384.7368344970164,0.0,2384.7368344970164,0.0
10:00p,Minnesota Timberwolves,119,Sacramento Kings,132,Box Score,,12527.0,Golden 1 Center,,Regular Season,2022-02-09,1,1,Sacramento Kings,Minnesota Timberwolves,13,1,1,1,0,26,"[38.579440000000034, -121.49084999999997]",18,"[46.34885576600004, -94.20079058299996]","[38.579440000000034, -121.49084999999997]",0.0,0.0,0.0,0.0
7:30p,Chicago Bulls,121,Charlotte Hornets,109,Box Score,,19099.0,Spectrum Center,,Regular Season,2022-02-09,2,2,Chicago Bulls,Charlotte Hornets,12,2,2,0,1,5,"[41.884250000000065, -87.63244999999995]",4,"[35.222860000000026, -80.83795999999995]","[35.222860000000026, -80.83795999999995]",946.801857080705,0.0,946.801857080705,0.0
10:00p,Los Angeles Lakers,105,Portland Trail Blazers,107,Box Score,,19393.0,Moda Center,,Regular Season,2022-02-09,1,1,Portland Trail Blazers,Los Angeles Lakers,2,1,1,1,0,25,"[45.511790000000076, -122.67562999999996]",14,"[34.053570000000036, -118.24544999999995]","[45.511790000000076, -122.67562999999996]",1328.580375209273,0.0,0.0,1328.580375209273
8:00p,Toronto Raptors,117,Oklahoma City Thunder,98,Box Score,,13858.0,Paycom Center,,Regular Season,2022-02-09,2,2,Toronto Raptors,Oklahoma City Thunder,19,2,2,0,1,28,"[43.65352400000006, -79.38390699999997]",21,"[35.472030000000075, -97.52106999999995]","[35.472030000000075, -97.52106999999995]",1511.5624357078304,0.0,1511.5624357078304,0.0
7:00p,San Antonio Spurs,92,Cleveland Cavaliers,105,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,Regular Season,2022-02-09,3,5,Cleveland Cavaliers,San Antonio Spurs,13,3,5,1,0,6,"[41.50473000000005, -81.69073999999995]",27,"[29.42458000000005, -98.49460999999997]","[41.50473000000005, -81.69073999999995]",2023.1207679366848,0.0,0.0,2023.1207679366848
10:00p,Golden State Warriors,85,Utah Jazz,111,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-02-09,2,2,Utah Jazz,Golden State Warriors,26,2,2,1,0,29,"[40.76031000000006, -111.88821999999999]",10,"[37.777120000000025, -122.41963999999996]","[40.76031000000006, -111.88821999999999]",1385.352178195754,0.0,0.0,1385.352178195754
10:00p,Milwaukee Bucks,107,Phoenix Suns,131,Box Score,,17071.0,Phoenix Suns Arena,,Regular Season,2022-02-10,2,2,Phoenix Suns,Milwaukee Bucks,24,2,2,1,0,24,"[33.44825000000003, -112.07579999999996]",17,"[43.042230000000075, -87.90689999999995]","[33.44825000000003, -112.07579999999996]",574.2769593803657,3344.4875861204237,3344.4875861204237,574.2769593803657
7:30p,Miami Heat,112,New Orleans Pelicans,97,Box Score,,16672.0,Smoothie King Center,,Regular Season,2022-02-10,2,3,Miami Heat,New Orleans Pelicans,15,3,2,0,1,16,"[25.77481000000006, -80.19772999999998]",19,"[29.953700000000026, -90.07774999999998]","[29.953700000000026, -90.07774999999998]",1552.5347750134338,0.0,1552.5347750134338,0.0
7:00p,Memphis Grizzlies,132,Detroit Pistons,107,Box Score,,18744.0,Little Caesars Arena,,Regular Season,2022-02-10,2,2,Memphis Grizzlies,Detroit Pistons,25,2,2,0,1,15,"[35.14976000000007, -90.04924999999997]",9,"[42.33168000000006, -83.04799999999994]","[42.33168000000006, -83.04799999999994]",1002.4334111236774,1607.7739453608133,1002.4334111236774,1607.7739453608133
8:30p,Los Angeles Clippers,105,Dallas Mavericks,112,Box Score,,19532.0,American Airlines Center,,Regular Season,2022-02-10,2,2,Dallas Mavericks,Los Angeles Clippers,7,2,2,1,0,7,"[32.77822000000003, -96.79511999999994]",13,"[34.053570000000036, -118.24544999999995]","[32.77822000000003, -96.79511999999994]",675.5108733036503,0.0,0.0,675.5108733036503
10:00p,New York Knicks,116,Golden State Warriors,114,Box Score,,18064.0,Chase Center,,Regular Season,2022-02-10,1,2,New York Knicks,Golden State Warriors,2,2,1,0,1,20,"[40.71455000000003, -74.00713999999994]",10,"[37.777120000000025, -122.41963999999996]","[37.777120000000025, -122.41963999999996]",1524.3228857297995,964.6126685465906,1524.3228857297995,964.6126685465906
8:00p,Toronto Raptors,139,Houston Rockets,120,Box Score,,16129.0,Toyota Center,,Regular Season,2022-02-10,2,1,Toronto Raptors,Houston Rockets,19,1,2,0,1,28,"[43.65352400000006, -79.38390699999997]",11,"[29.760780000000068, -95.36951999999997]","[29.760780000000068, -95.36951999999997]",666.2092394581965,510.7216480520068,666.2092394581965,510.7216480520068
7:30p,Brooklyn Nets,112,Washington Wizards,113,Box Score,,15204.0,Capital One Arena,,Regular Season,2022-02-10,3,2,Washington Wizards,Brooklyn Nets,1,3,2,1,0,30,"[38.890370000000075, -77.03195999999997]",3,"[40.692450000000065, -73.99035999999995]","[38.890370000000075, -77.03195999999997]",328.1217016485398,0.0,0.0,328.1217016485398
7:30p,Denver Nuggets,102,Boston Celtics,108,Box Score,,19156.0,TD Garden,,Regular Season,2022-02-11,3,3,Boston Celtics,Denver Nuggets,6,3,3,1,0,2,"[42.35866000000004, -71.05673999999993]",8,"[39.74001000000004, -104.99201999999997]","[42.35866000000004, -71.05673999999993]",2841.5876427811495,306.50932245414236,306.50932245414236,2841.5876427811495
9:00p,Orlando Magic,99,Utah Jazz,114,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-02-11,2,3,Utah Jazz,Orlando Magic,15,2,3,1,0,29,"[40.76031000000006, -111.88821999999999]",22,"[28.538230000000055, -81.37738999999993]","[40.76031000000006, -111.88821999999999]",1021.1117131869454,0.0,0.0,1021.1117131869454
7:30p,San Antonio Spurs,136,Atlanta Hawks,121,Box Score,,17234.0,State Farm Arena,,Regular Season,2022-02-11,3,2,San Antonio Spurs,Atlanta Hawks,15,2,3,0,1,27,"[29.42458000000005, -98.49460999999997]",1,"[33.74831000000006, -84.39110999999997]","[33.74831000000006, -84.39110999999997]",894.5240804404657,0.0,894.5240804404657,0.0
7:00p,Oklahoma City Thunder,87,Philadelphia 76ers,100,Box Score,,20669.0,Wells Fargo Center,,Regular Season,2022-02-11,3,2,Philadelphia 76ers,Oklahoma City Thunder,13,3,2,1,0,23,"[39.95222000000007, -75.16217999999998]",21,"[35.472030000000075, -97.52106999999995]","[39.95222000000007, -75.16217999999998]",2022.9962808248165,0.0,0.0,2022.9962808248165
7:00p,Cleveland Cavaliers,120,Indiana Pacers,113,Box Score,,15075.0,Gainbridge Fieldhouse,,Regular Season,2022-02-11,3,2,Cleveland Cavaliers,Indiana Pacers,7,2,3,0,1,6,"[41.50473000000005, -81.69073999999995]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",425.1238869686636,706.5149197629706,425.1238869686636,706.5149197629706
8:00p,Minnesota Timberwolves,122,Chicago Bulls,134,Box Score,,20092.0,United Center,,Regular Season,2022-02-11,2,2,Chicago Bulls,Minnesota Timberwolves,12,2,2,1,0,5,"[41.884250000000065, -87.63244999999995]",18,"[46.34885576600004, -94.20079058299996]","[41.884250000000065, -87.63244999999995]",2878.765563402501,946.801857080705,946.801857080705,2878.765563402501
